"logFC","logCPM","LR","PValue","FDR","ENSEMBL","SYMBOL","GENENAME"
-5.79060743158946,7.56963548769862,62.5597804263654,2.5847848303953e-15,5.68704358383575e-11,"ENSG00000132465","JCHAIN","joining chain of multimeric IgA and IgM"
-6.86256610753898,3.41823766003717,59.5121777966085,1.21539698593413e-14,1.33705822422614e-10,"ENSG00000211900",NA,NA
-6.42299806210014,5.37035228298135,58.1229225485538,2.46240276456659e-14,1.72833894175079e-10,"ENSG00000105369","CD79A","CD79a molecule"
-7.14914418672552,4.60742754256152,57.4107641844201,3.53666416268971e-14,1.72833894175079e-10,"ENSG00000211966",NA,NA
-8.44430060006705,1.03281672382388,57.2045143414443,3.92768598707116e-14,1.72833894175079e-10,"ENSG00000254395",NA,NA
-6.96189247529943,6.07235207894719,56.7065155918035,5.0595630261341e-14,1.78629412788742e-10,"ENSG00000211598",NA,NA
-6.78056662203267,4.16252902566054,56.2146719448598,6.49748670728982e-14,1.78629412788742e-10,"ENSG00000211947",NA,NA
-6.43674385138054,3.95385152985397,56.1452314600244,6.73106540447094e-14,1.78629412788742e-10,"ENSG00000240041",NA,NA
-7.79593164796981,3.09658325409157,55.9838434480481,7.30690262293738e-14,1.78629412788742e-10,"ENSG00000211935",NA,NA
-6.80778724432285,5.96667371719903,55.6057841828045,8.85626621515651e-14,1.94855569265873e-10,"ENSG00000241351",NA,NA
-6.82235882727724,2.39772677175904,55.1766328665205,1.10170719140422e-13,2.20361469320689e-10,"ENSG00000242887",NA,NA
-6.47407873068751,8.06958008370483,54.1486885456924,1.85877896280599e-13,3.40807122830478e-10,"ENSG00000211899",NA,NA
-5.43866489863728,5.23518955979599,53.8048747512094,2.21422661054154e-13,3.74749337577961e-10,"ENSG00000143297","FCRL5","Fc receptor like 5"
-6.68990823380009,4.94908025040202,53.1320517355246,3.11862002959496e-13,4.90113413508203e-10,"ENSG00000211671",NA,NA
-7.63907417047219,6.17966045617175,52.8713061573933,3.56134428413527e-13,5.22377979596961e-10,"ENSG00000211653",NA,NA
-6.54536166948917,4.05100866642054,51.6985152219757,6.47116686100668e-13,8.89866332974181e-10,"ENSG00000211938",NA,NA
-5.79280102933594,4.54625251617632,51.0190867127306,9.14721759529968e-13,1.18386518548108e-09,"ENSG00000211595",NA,NA
-7.43425481929082,0.668633283859722,50.6152797814644,1.12366806304613e-12,1.30963564554738e-09,"ENSG00000211946",NA,NA
-6.72969332618328,1.70928354103824,50.6026087238028,1.13094615332244e-12,1.30963564554738e-09,"ENSG00000251546",NA,NA
-6.17671005250179,10.8218514035648,50.4485787904342,1.22328360784831e-12,1.34573429699392e-09,"ENSG00000211895",NA,NA
-6.34992386418213,5.80125616399979,49.9410865565089,1.5843215101608e-12,1.6599162793599e-09,"ENSG00000211594",NA,NA
-8.21266759548277,2.38633984780958,49.7838376697997,1.71652142936912e-12,1.71667747677179e-09,"ENSG00000223350",NA,NA
-6.41113504289089,5.67852417202526,49.6142540496456,1.87149039783102e-12,1.73528821310947e-09,"ENSG00000211973",NA,NA
-7.5632696621292,0.953056177375648,49.5153323711165,1.9682742508295e-12,1.73528821310947e-09,"ENSG00000254709","IGLL5","immunoglobulin lambda like polypeptide 5"
-6.19099144207185,0.991914026030887,49.5118818152599,1.97173917497213e-12,1.73528821310947e-09,"ENSG00000211674",NA,NA
-6.75223712598275,4.24053610132066,49.3385597679393,2.1538688850168e-12,1.82267012338999e-09,"ENSG00000243290",NA,NA
-6.05571143361237,0.905700810150942,49.2470467227401,2.25672842090086e-12,1.83898291543188e-09,"ENSG00000240671",NA,NA
-5.79377724141578,3.49460680735736,49.1173602434837,2.41096957126995e-12,1.89450544668148e-09,"ENSG00000211964",NA,NA
-7.76146981180889,4.57210609886516,48.9360608983899,2.64443895059902e-12,2.00630847555447e-09,"ENSG00000241755",NA,NA
-6.66165865761673,5.30828562205831,48.6402090322397,3.07499628770103e-12,2.25520227739994e-09,"ENSG00000211593",NA,NA
-6.90258111690185,4.76964148255425,48.4188331796135,3.44246197794778e-12,2.44325962705830e-09,"ENSG00000211945",NA,NA
-7.03063932704545,0.914196817023051,48.2427092182602,3.76595829200356e-12,2.5893316981457e-09,"ENSG00000225698",NA,NA
-6.36920655228043,6.13286439110485,47.5437861751019,5.37889871089569e-12,3.58625846779172e-09,"ENSG00000211949",NA,NA
-7.6484071154256,-0.000674242416033269,47.47692163937,5.56553264157657e-12,3.60155438764611e-09,"ENSG00000211905",NA,NA
-7.5648975636835,-0.40163430524954,47.1750548158798,6.49214472323592e-12,4.06705826159039e-09,"ENSG00000224607",NA,NA
-6.09128705743454,7.23268012181774,47.0967512382017,6.75675908731831e-12,4.06705826159039e-09,"ENSG00000239951",NA,NA
-6.03661009358925,3.7763189692916,47.0729156326567,6.83943076442343e-12,4.06705826159039e-09,"ENSG00000132704","FCRL2","Fc receptor like 2"
-6.73078915273729,2.737833884526,46.813056147993,7.80914168198448e-12,4.52149303386901e-09,"ENSG00000132185","FCRLA","Fc receptor like A"
-6.45150633689769,5.40645238712721,46.5644645707501,8.86534298063537e-12,5.00141733999845e-09,"ENSG00000211959",NA,NA
-8.29806094005943,0.895935170513592,45.836392919736,1.28552973882974e-11,7.07105632843297e-09,"ENSG00000271288",NA,NA
-7.22808690634859,3.8386732615855,45.6426191547293,1.41919830552609e-11,7.61590271175244e-09,"ENSG00000211941",NA,NA
-5.39175809432464,4.81044860953072,45.5701823485094,1.4726642421558e-11,7.61700287474501e-09,"ENSG00000170476","MZB1","marginal zone B and B1 cell specific protein"
-4.67065945023562,4.61079002684245,45.5490449391306,1.48864250347257e-11,7.61700287474501e-09,"ENSG00000083454","P2RX5","purinergic receptor P2X 5"
-5.0246136592325,4.63316545061387,45.1195047137314,1.85369913806377e-11,9.18438712131037e-09,"ENSG00000136573","BLK","BLK proto-oncogene, Src family tyrosine kinase"
-6.5864302429383,4.79639972940727,45.0935258620998,1.87845386991622e-11,9.18438712131037e-09,"ENSG00000211673",NA,NA
-5.57534184097425,3.87697517676284,45.0129431674189,1.95736422842496e-11,9.36215820734912e-09,"ENSG00000211962",NA,NA
-5.42119735409254,8.14380839772557,44.7386414408585,2.25169391094044e-11,1.05408020060663e-08,"ENSG00000211893",NA,NA
-6.96314310096125,1.15377947671035,44.2634961041189,2.87018759520865e-11,1.31562223895377e-08,"ENSG00000223648",NA,NA
-7.10638144281249,0.701921915977677,44.2050893907049,2.95711462072765e-11,1.32780481398469e-08,"ENSG00000211665",NA,NA
-4.55059254365939,5.47844901275103,43.9899751185065,3.30062022048029e-11,1.45240492182015e-08,"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1"
-7.74252080281458,-1.59638912061694,43.7449347728257,3.74083441429189e-11,1.61383997614216e-08,"ENSG00000254056",NA,NA
-7.64659782388958,2.18568781529131,43.4921886816993,4.25655107695292e-11,1.72514678814145e-08,"ENSG00000240834",NA,NA
-6.17044102477565,11.506916729982,43.4802063070518,4.28269496157813e-11,1.72514678814145e-08,"ENSG00000211896",NA,NA
-7.52285051311308,4.35042610227999,43.4632072880886,4.32006045805841e-11,1.72514678814145e-08,"ENSG00000222037",NA,NA
-5.95580618398241,2.76927640545364,43.4555697550981,4.33695456833948e-11,1.72514678814145e-08,"ENSG00000244575",NA,NA
-7.16599423945159,2.21965067078858,43.4313871402799,4.39088356221804e-11,1.72514678814145e-08,"ENSG00000211625",NA,NA
-6.61897039722451,5.3585770771702,43.3812429295965,4.50485729542336e-11,1.73887491603342e-08,"ENSG00000242371",NA,NA
